99219,Spokane,Washington ,SPOKANE,53,063,WA 
99220,Spokane,Washington ,SPOKANE,53,063,WA 
99224,Spokane,Washington ,SPOKANE,53,063,WA 
99251,Spokane,Washington ,SPOKANE,53,063,WA 
99252,Spokane,Washington ,SPOKANE,53,063,WA 
99256,Spokane,Washington ,SPOKANE,53,063,WA 
99228,Spokane,Washington ,SPOKANE,53,063,WA 
99223,Spokane,Washington ,SPOKANE,53,063,WA 
99258,Spokane,Washington ,SPOKANE,53,063,WA 
99260,Spokane,Washington ,SPOKANE,53,063,WA 
99321,Beverly,Washington ,GRANT,53,025,WA 
99302,Pasco,Washington ,FRANKLIN,53,021,WA 
99323,Burbank,Washington ,WALLA WALLA,53,071,WA 
99320,Benton City,Washington ,BENTON,53,005,WA 
99301,Pasco,Washington ,FRANKLIN,53,021,WA 
99322,Bickleton,Washington ,KLICKITAT,53,039,WA 
99324,College Place,Washington ,WALLA WALLA,53,071,WA 
99326,Connell,Washington ,FRANKLIN,53,021,WA 
99328,Dayton,Washington ,COLUMBIA,53,013,WA 
99333,Hooper,Washington ,WHITMAN,53,075,WA 
99329,Dixie,Washington ,WALLA WALLA,53,071,WA 
99330,Eltopia,Washington ,FRANKLIN,53,021,WA 
99337,Kennewick,Washington ,BENTON,53,005,WA 
99335,Kahlotus,Washington ,FRANKLIN,53,021,WA 
99336,Kennewick,Washington ,BENTON,53,005,WA 
99338,Kennewick,Washington ,BENTON,53,005,WA 
99341,Lind,Washington ,ADAMS,53,001,WA 
99343,Mesa,Washington ,FRANKLIN,53,021,WA 
99347,Pomeroy,Washington ,GARFIELD,53,023,WA 
99345,Paterson,Washington ,BENTON,53,005,WA 
99349,Mattawa,Washington ,GRANT,53,025,WA 
99344,Othello,Washington ,ADAMS,53,001,WA 
99346,Plymouth,Washington ,BENTON,53,005,WA 
99348,Prescott,Washington ,WALLA WALLA,53,071,WA 
99360,Touchet,Washington ,WALLA WALLA,53,071,WA 
99353,West Richland,Washington ,BENTON,53,005,WA 
99354,Richland,Washington ,BENTON,53,005,WA 
99352,Richland,Washington ,BENTON,53,005,WA 
99356,Roosevelt,Washington ,KLICKITAT,53,039,WA 
99350,Prosser,Washington ,BENTON,53,005,WA 
99357,Royal City,Washington ,GRANT,53,025,WA 
99359,Starbuck,Washington ,COLUMBIA,53,013,WA 
99361,Waitsburg,Washington ,WALLA WALLA,53,071,WA 
99362,Walla Walla,Washington ,WALLA WALLA,53,071,WA 
99363,Wallula,Washington ,WALLA WALLA,53,071,WA 
99371,Washtucna,Washington ,ADAMS,53,001,WA 
99402,Asotin,Washington ,ASOTIN,53,003,WA 
99401,Anatone,Washington ,ASOTIN,53,003,WA 
99403,Clarkston,Washington ,ASOTIN,53,003,WA 
